test_loss,test_accuracy,test_f1,embedding_dim,hidden_dim,num_layers,dropout,learning_rate,batch_size,epochs,vocab_size
0.896513524154822,0.5935828877005348,0.4445950411777034,100,128,2,0.2,0.001,32,10,3055
